YEAR,MONTH,DAY_OF_MONTH,OP_UNIQUE_CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED
2024,10,10,AA,ATL,LGA,,20,0
2024,12,13,DL,ATL,LGA,,0,0
2024,9,11,WN,CLT,ORD,,,0
2024,2,18,WN,ATL,ORD,,28,0
2024,3,16,UA,ATL,BOS,,,0
2024,4,15,AA,ATL,LGA,,41,0
2024,9,28,DL,ATL,DFW,,11,0
2024,7,1,DL,CLT,DFW,-8,,0
2024,2,7,AA,ATL,CLT,,,1
2024,2,9,UA,CLT,BOS,22,-19,0
2024,3,27,DL,CLT,DFW,,,1
2024,5,19,UA,ATL,BOS,,,1
2024,1,3,WN,CLT,MIA,,-18,0
2024,1,14,WN,CLT,DEN,20,,0
2024,5,18,DL,CLT,ORD,-8,,0
2024,9,19,AA,ATL,BOS,-15,,0
2024,3,8,AA,CLT,DEN,,,0
2024,7,11,WN,CLT,DFW,,,1
2024,1,15,DL,CLT,ORD,1,22,0
2024,6,21,AA,ATL,MIA,13,-1,0
2024,5,14,UA,CLT,BOS,,,1
2024,10,2,WN,CLT,ORD,,44,0
2024,6,2,AA,CLT,BOS,,,0
2024,2,8,WN,CLT,DFW,-9,32,0
2024,9,22,UA,ATL,DEN,6,,0
2024,7,23,WN,CLT,ORD,-12,13,0
2024,7,17,WN,ATL,DFW,,17,0
2024,10,27,WN,CLT,ORD,12,-17,0
2024,10,24,AA,CLT,JFK,0,,0
2024,6,6,UA,ATL,MIA,,2,0
2024,3,3,WN,CLT,ORD,1,,0
2024,2,22,DL,CLT,ORD,7,,0
2024,12,26,WN,CLT,MIA,,,0
2024,6,17,DL,ATL,ORD,,56,0
2024,1,18,UA,ATL,JFK,,,0
2024,4,23,WN,ATL,MIA,,,0
2024,12,22,DL,ATL,DEN,,,0
2024,12,21,DL,CLT,BOS,,,0
2024,9,2,UA,ATL,BOS,,,0
2024,6,16,AA,CLT,LGA,,42,0
2024,12,5,UA,ATL,LGA,,-1,0
2024,12,6,UA,ATL,CLT,,,1
2024,4,11,AA,CLT,ATL,-3,27,0
2024,2,9,WN,ATL,MIA,,,1
2024,7,13,DL,ATL,CLT,,22,0
2024,11,2,DL,CLT,ATL,21,17,0
2024,4,23,DL,CLT,LGA,,-5,0
2024,10,11,AA,ATL,JFK,,,0
2024,1,8,AA,ATL,BOS,12,22,0
2024,7,21,AA,ATL,MIA,,-19,0
2024,11,13,WN,CLT,ORD,,0,0
2024,5,25,WN,CLT,MIA,-2,-12,0
2024,2,6,UA,CLT,BOS,,,0
2024,12,6,AA,ATL,JFK,19,,0
2024,6,28,UA,ATL,MIA,,,0
2024,11,18,UA,CLT,DEN,,,0
2024,1,12,DL,ATL,CLT,,,0
2024,5,8,DL,ATL,ORD,8,,0
2024,4,11,WN,CLT,LGA,-3,-12,0
2024,12,6,UA,CLT,ORD,,50,0
2024,12,16,AA,CLT,MIA,-3,,0
2024,10,5,UA,ATL,LGA,-5,-7,0
2024,10,20,AA,CLT,MIA,-11,46,0
2024,1,20,DL,ATL,JFK,14,3,0
2024,6,21,UA,CLT,ORD,-11,-18,0
2024,1,6,UA,ATL,MIA,,,1
2024,2,28,DL,ATL,MIA,-15,16,0
2024,5,3,WN,CLT,BOS,,38,0
2024,4,9,UA,CLT,ORD,10,8,0
2024,4,15,UA,ATL,DEN,,31,0
2024,3,12,WN,ATL,ORD,,,0
2024,9,7,DL,CLT,DEN,,,0
2024,11,4,WN,ATL,BOS,,35,0
2024,5,9,DL,CLT,ORD,,,0
2024,11,23,WN,CLT,JFK,-4,20,0
2024,11,28,WN,ATL,MIA,-4,,0
2024,10,18,DL,ATL,LGA,-14,36,0
2024,11,19,AA,ATL,DFW,4,53,0
2024,11,12,UA,CLT,LGA,,,0
2024,9,26,AA,CLT,ATL,-2,,0
2024,2,9,WN,CLT,MIA,14,27,0
2024,12,14,AA,CLT,ATL,,42,0
2024,4,7,UA,CLT,DEN,,,0
2024,7,3,WN,ATL,LGA,,7,0
2024,9,7,WN,CLT,JFK,,-19,0
2024,5,21,WN,CLT,DFW,,35,0
2024,3,21,WN,CLT,MIA,,46,0
2024,6,3,DL,CLT,JFK,,49,0
2024,2,3,AA,ATL,CLT,8,,0
2024,11,17,WN,CLT,JFK,,,0
2024,2,14,DL,ATL,DFW,,,0
2024,2,19,AA,ATL,MIA,-3,,0
2024,10,9,UA,CLT,ORD,2,-5,0
2024,7,3,AA,ATL,MIA,,,1
2024,8,23,AA,CLT,JFK,17,,0
2024,3,26,WN,CLT,ATL,17,-10,0
2024,9,7,AA,CLT,MIA,,12,0
2024,6,27,AA,CLT,BOS,-12,,0
2024,2,19,DL,ATL,LGA,,,0
2024,8,19,UA,ATL,MIA,17,,0
2024,6,8,UA,CLT,DEN,,,0
2024,4,14,UA,CLT,BOS,,,1
2024,5,27,DL,CLT,ORD,20,,0
2024,12,6,UA,ATL,DFW,-4,18,0
2024,3,16,WN,CLT,DFW,,,1
2024,7,13,WN,CLT,DEN,,,0
2024,9,13,DL,ATL,ORD,,,1
2024,6,18,WN,CLT,JFK,-11,,0
2024,8,16,UA,ATL,DEN,,,1
2024,3,28,DL,CLT,JFK,21,,0
2024,2,17,DL,CLT,DFW,,,1
2024,6,28,UA,ATL,JFK,10,35,0
2024,7,15,AA,ATL,BOS,-9,,0
2024,4,1,AA,ATL,BOS,17,,0
2024,5,7,AA,ATL,CLT,-8,,0
2024,9,5,WN,CLT,LGA,10,4,0
2024,12,19,UA,ATL,DFW,,,0
2024,9,4,AA,ATL,MIA,,,0
2024,8,15,WN,ATL,JFK,-4,11,0
2024,4,5,DL,ATL,DEN,,41,0
2024,11,27,DL,CLT,ORD,,-17,0
2024,8,24,WN,CLT,BOS,-7,,0
2024,4,11,UA,ATL,BOS,17,21,0
2024,10,26,WN,CLT,DFW,-15,-8,0
2024,7,28,WN,ATL,DEN,,,0
2024,1,13,UA,ATL,JFK,,,0
2024,2,13,AA,ATL,BOS,23,,0
2024,5,2,WN,ATL,CLT,,,0
2024,7,4,UA,CLT,DEN,,52,0
2024,7,15,DL,ATL,MIA,19,17,0
2024,3,11,AA,CLT,ATL,,,1
2024,3,26,UA,CLT,BOS,,58,0
2024,2,8,WN,ATL,DEN,13,,0
2024,6,1,UA,ATL,CLT,,,1
2024,3,27,AA,ATL,JFK,-11,28,0
2024,5,18,AA,CLT,LGA,,-5,0
2024,3,26,UA,CLT,ATL,1,,0
2024,11,17,UA,CLT,ORD,10,,0
2024,5,26,UA,CLT,ORD,8,11,0
2024,11,28,AA,CLT,MIA,,,0
2024,11,15,DL,ATL,JFK,10,0,0
2024,2,25,AA,CLT,BOS,,,0
2024,11,15,AA,CLT,BOS,,,0
2024,9,12,DL,ATL,JFK,,-5,0
2024,7,11,WN,ATL,DFW,,,0
2024,10,3,AA,ATL,JFK,,,0
2024,7,4,DL,CLT,BOS,,,0
2024,7,21,AA,CLT,BOS,,45,0
2024,5,11,WN,ATL,MIA,,,1
2024,10,16,DL,CLT,MIA,,,0
2024,9,27,WN,ATL,DFW,,32,0
2024,12,26,AA,CLT,DFW,,,0
2024,11,14,UA,ATL,JFK,4,,0
2024,7,22,UA,ATL,ORD,,,0
2024,7,11,WN,ATL,CLT,,,1
2024,10,17,DL,CLT,ORD,4,7,0
2024,8,25,UA,ATL,BOS,-13,2,0
2024,12,3,WN,CLT,MIA,,34,0
2024,2,2,AA,ATL,DEN,,,0
2024,4,9,DL,ATL,ORD,,,0
2024,9,3,DL,ATL,DEN,19,,0
2024,7,8,UA,CLT,ATL,,,0
2024,4,19,DL,ATL,DFW,,,0
2024,12,13,AA,CLT,ATL,,43,0
2024,7,26,DL,ATL,CLT,,40,0
2024,12,9,UA,CLT,LGA,24,,0
2024,10,6,DL,ATL,BOS,,24,0
2024,10,5,DL,ATL,MIA,22,,0
2024,5,25,WN,ATL,LGA,,,1
2024,5,25,UA,ATL,CLT,,,0
2024,5,11,AA,ATL,MIA,2,,0
2024,2,21,UA,ATL,JFK,,,0
2024,8,10,UA,CLT,DEN,,51,0
2024,8,16,UA,CLT,DFW,23,10,0
2024,4,2,DL,CLT,ORD,,,0
2024,11,2,DL,CLT,BOS,15,,0
2024,1,3,UA,ATL,JFK,17,60,0
2024,9,20,DL,ATL,ORD,,40,0
2024,8,11,WN,CLT,DEN,,5,0
2024,9,17,AA,ATL,DFW,,-1,0
2024,4,26,UA,ATL,JFK,19,,0
2024,8,16,UA,ATL,MIA,-14,42,0
2024,2,7,UA,ATL,DFW,,,1
2024,2,22,AA,CLT,ORD,,,0
2024,5,1,WN,ATL,CLT,14,6,0
2024,3,1,UA,CLT,LGA,,33,0
2024,9,4,WN,CLT,BOS,,2,0
2024,9,13,DL,ATL,MIA,0,,0
2024,10,4,DL,CLT,ORD,6,20,0
2024,2,2,WN,CLT,ATL,,,0
2024,5,25,DL,CLT,LGA,-5,24,0
2024,6,4,DL,ATL,JFK,6,,0
2024,10,1,WN,ATL,CLT,,,0
2024,4,18,UA,ATL,ORD,,57,0
2024,8,1,UA,CLT,BOS,-4,26,0
2024,4,19,AA,CLT,ATL,,,1
2024,5,28,WN,ATL,CLT,,,1
2024,4,27,DL,ATL,MIA,,29,0
2024,4,6,UA,CLT,DEN,14,,0
2024,12,7,AA,ATL,LGA,24,-8,0
2024,7,14,DL,CLT,DFW,,,0
2024,10,27,DL,ATL,JFK,23,,0
2024,7,20,DL,ATL,CLT,5,,0
2024,9,20,DL,ATL,MIA,,,1
2024,11,9,WN,CLT,MIA,13,57,0
2024,10,7,WN,CLT,DFW,,,0
2024,8,13,DL,ATL,CLT,1,,0
2024,11,7,WN,ATL,ORD,,45,0
2024,3,6,UA,ATL,CLT,12,,0
2024,2,7,AA,ATL,LGA,,,0
2024,11,26,AA,CLT,ATL,,47,0
2024,11,19,WN,CLT,DFW,,38,0
2024,5,9,AA,ATL,DEN,,-8,0
2024,10,21,UA,ATL,MIA,-10,-15,0
2024,10,13,UA,CLT,BOS,2,60,0
2024,11,22,UA,CLT,JFK,-14,,0
2024,3,18,WN,ATL,ORD,-10,20,0
2024,1,20,AA,CLT,ORD,-9,32,0
2024,9,22,UA,ATL,ORD,,31,0
2024,3,10,WN,CLT,DEN,,,0
2024,10,15,AA,CLT,MIA,,,0
2024,1,18,AA,CLT,ORD,,20,0
2024,3,24,UA,CLT,DEN,,38,0
2024,6,10,UA,CLT,DEN,,,0
2024,8,9,DL,CLT,MIA,,-15,0
2024,9,10,DL,ATL,JFK,0,,0
2024,11,20,AA,CLT,ATL,0,28,0
2024,3,28,WN,ATL,MIA,,,0
2024,1,12,WN,CLT,LGA,,,0
2024,9,28,DL,CLT,DEN,,52,0
2024,11,16,AA,CLT,LGA,,21,0
2024,5,21,WN,CLT,LGA,,,1
2024,9,15,UA,ATL,LGA,,,1
2024,12,7,WN,CLT,BOS,7,,0
2024,11,27,DL,CLT,DFW,6,,0
2024,5,2,AA,ATL,MIA,,,1
2024,9,13,UA,CLT,LGA,,-15,0
2024,8,20,UA,CLT,ATL,16,,0
2024,6,24,AA,ATL,CLT,,56,0
2024,6,11,UA,ATL,ORD,-14,,0
2024,4,17,AA,CLT,DEN,,,0
2024,9,1,AA,ATL,DEN,,,0
2024,1,12,WN,CLT,MIA,8,54,0
2024,4,18,WN,CLT,DEN,,-8,0
2024,2,24,WN,ATL,DFW,,,1
2024,12,18,UA,ATL,LGA,,59,0
2024,2,28,AA,CLT,ORD,,,0
2024,7,28,UA,ATL,DFW,-10,,0
2024,8,26,DL,CLT,ATL,,-18,0
2024,7,9,DL,CLT,JFK,,,1
2024,4,3,DL,CLT,DFW,13,,0
2024,6,16,DL,ATL,LGA,,37,0
2024,9,4,AA,ATL,LGA,,-4,0
2024,10,22,WN,ATL,LGA,,43,0
2024,8,10,AA,CLT,DEN,23,,0
2024,12,27,WN,ATL,BOS,-6,,0
2024,6,3,AA,ATL,JFK,,,0
2024,2,19,AA,ATL,DFW,18,,0
2024,7,11,DL,ATL,DFW,1,-20,0
2024,6,24,AA,CLT,MIA,-9,,0
2024,12,15,UA,CLT,LGA,-13,,0
2024,6,19,UA,ATL,CLT,7,-12,0
2024,8,27,AA,ATL,JFK,15,,0
2024,1,13,AA,CLT,BOS,,57,0
2024,12,17,WN,CLT,ATL,-1,,0
2024,6,13,AA,ATL,BOS,,,0
2024,9,1,DL,ATL,BOS,13,19,0
2024,6,24,WN,CLT,BOS,,,1
2024,7,3,AA,CLT,JFK,,-14,0
2024,12,23,AA,CLT,ATL,24,,0
2024,7,8,UA,ATL,ORD,,,0
2024,5,17,WN,CLT,MIA,,,0
2024,11,1,DL,CLT,JFK,,,1
2024,12,22,DL,CLT,ORD,,,0
2024,4,16,AA,ATL,DFW,,,0
2024,6,11,DL,CLT,MIA,16,9,0
2024,8,15,DL,ATL,ORD,,51,0
2024,1,11,DL,CLT,BOS,-14,,0
2024,2,25,AA,CLT,LGA,,15,0
2024,5,13,AA,ATL,DFW,11,34,0
2024,3,5,UA,CLT,ORD,,48,0
2024,4,8,DL,CLT,BOS,,-9,0
2024,2,19,AA,CLT,JFK,23,,0
2024,4,19,WN,ATL,DEN,,,1
2024,7,19,WN,CLT,ATL,,,1
2024,4,7,DL,ATL,LGA,,,1
2024,7,26,WN,CLT,JFK,,,0
2024,7,26,UA,ATL,CLT,7,40,0
2024,9,27,UA,ATL,JFK,-11,,0
2024,8,12,WN,ATL,DEN,,-18,0
2024,6,10,DL,ATL,DEN,,57,0
2024,3,5,DL,ATL,DFW,9,,0
2024,10,19,AA,CLT,DEN,-6,,0
2024,7,21,WN,ATL,BOS,,,1
2024,6,7,UA,CLT,DFW,,50,0
2024,4,16,AA,ATL,MIA,-8,,0
2024,4,16,AA,ATL,DEN,,-4,0
2024,3,23,DL,ATL,ORD,,-20,0
2024,7,9,DL,ATL,JFK,,,1
2024,10,28,AA,ATL,ORD,,,1
2024,11,5,WN,CLT,LGA,,,0
2024,1,11,WN,CLT,DFW,13,12,0
2024,3,8,DL,ATL,ORD,,,0
2024,3,6,DL,ATL,BOS,,-8,0
2024,2,14,DL,CLT,JFK,,-9,0
2024,7,17,UA,CLT,ATL,-7,,0
2024,6,3,UA,CLT,JFK,6,,0
2024,10,21,AA,ATL,DEN,15,,0
2024,2,7,DL,CLT,ATL,24,-19,0
2024,3,9,UA,CLT,JFK,6,51,0
2024,3,20,DL,ATL,CLT,-1,-14,0
2024,12,4,UA,ATL,BOS,,-16,0
2024,2,19,WN,CLT,DEN,,,0
2024,3,2,UA,ATL,CLT,,,0
2024,8,21,AA,ATL,JFK,17,48,0
2024,7,25,WN,CLT,DEN,,27,0
2024,5,3,AA,CLT,MIA,,18,0
2024,7,12,DL,CLT,LGA,-9,,0
2024,1,10,WN,ATL,BOS,,16,0
2024,8,2,WN,ATL,CLT,-3,59,0
2024,9,18,WN,ATL,DFW,,,0
2024,12,13,AA,CLT,ATL,18,57,0
2024,1,12,AA,CLT,ORD,,,0
2024,6,22,DL,CLT,DEN,,,0
2024,3,25,UA,CLT,LGA,-2,-7,0
2024,10,18,WN,ATL,LGA,,,1
2024,6,23,DL,CLT,LGA,,,0
2024,10,9,WN,ATL,DFW,,,0
2024,2,25,UA,ATL,CLT,,-7,0
2024,2,16,DL,ATL,CLT,,,1
2024,10,14,WN,CLT,ORD,15,,0
2024,2,19,WN,ATL,ORD,20,,0
2024,1,9,AA,ATL,ORD,,36,0
2024,11,6,UA,ATL,DFW,,26,0
2024,10,22,UA,ATL,BOS,13,,0
2024,2,22,DL,CLT,LGA,-1,23,0
2024,10,23,UA,ATL,DFW,,-11,0
2024,8,25,DL,ATL,MIA,-12,-12,0
2024,7,14,UA,ATL,DEN,5,-19,0
2024,8,3,DL,ATL,LGA,,,1
2024,1,7,DL,CLT,DEN,18,,0
2024,3,12,DL,ATL,ORD,,41,0
2024,5,16,AA,CLT,ATL,-11,,0
2024,6,28,AA,CLT,LGA,,,0
2024,3,7,DL,CLT,BOS,,-3,0
2024,11,18,DL,ATL,BOS,,,0
2024,7,26,UA,CLT,DFW,,,0
2024,1,12,UA,CLT,MIA,,,1
2024,4,11,AA,ATL,LGA,,,0
2024,10,18,UA,ATL,BOS,,,0
2024,3,20,DL,ATL,DFW,,,1
2024,4,26,DL,CLT,LGA,,-10,0
2024,11,16,WN,ATL,JFK,,-6,0
2024,2,13,AA,ATL,MIA,,-18,0
2024,3,3,DL,ATL,LGA,,,1
2024,7,1,DL,CLT,DEN,,,0
2024,7,5,WN,CLT,LGA,,,0
2024,10,21,UA,CLT,JFK,,-13,0
2024,3,16,DL,ATL,ORD,-3,9,0
2024,11,5,AA,CLT,LGA,,,0
2024,12,18,AA,ATL,CLT,,,0
2024,3,25,WN,CLT,DFW,-7,52,0
2024,7,1,DL,CLT,JFK,,,1
2024,11,14,DL,CLT,BOS,,,1
2024,8,28,AA,CLT,LGA,,,0
2024,4,2,WN,CLT,BOS,24,,0
2024,8,22,AA,ATL,DEN,22,,0
2024,1,4,DL,ATL,CLT,,,0
2024,7,21,DL,CLT,ATL,23,47,0
2024,2,2,DL,CLT,ORD,11,,0
2024,12,17,AA,ATL,LGA,-4,36,0
2024,9,16,UA,ATL,JFK,18,,0
2024,4,16,DL,ATL,ORD,24,,0
2024,5,27,WN,ATL,CLT,,,0
2024,6,28,WN,CLT,DFW,,,1
2024,5,26,UA,CLT,DFW,,,1
2024,2,7,UA,CLT,JFK,,,0
2024,3,22,UA,CLT,LGA,23,-6,0
2024,11,20,AA,ATL,MIA,24,57,0
2024,7,6,AA,CLT,JFK,,39,0
2024,9,9,AA,ATL,MIA,18,,0
2024,3,1,UA,ATL,CLT,-7,-11,0
2024,12,25,AA,CLT,DFW,-15,,0
2024,6,3,WN,CLT,DEN,,45,0
2024,3,16,AA,CLT,ORD,5,8,0
2024,6,20,AA,ATL,JFK,,,0
2024,5,17,UA,CLT,BOS,,-3,0
2024,5,27,AA,CLT,MIA,6,,0
2024,9,24,AA,CLT,MIA,,,1
2024,12,9,WN,CLT,ORD,,,0
2024,5,18,AA,CLT,LGA,,-11,0
2024,8,5,UA,ATL,JFK,-14,12,0
2024,1,26,DL,ATL,BOS,,,1
2024,6,19,DL,ATL,LGA,19,,0
2024,3,28,UA,ATL,JFK,21,46,0
2024,8,10,WN,CLT,DEN,,,0
2024,3,2,UA,ATL,ORD,,,0
2024,11,18,UA,CLT,JFK,,-7,0
2024,4,18,DL,ATL,JFK,-13,54,0
2024,12,28,UA,CLT,ORD,13,-3,0
2024,4,16,AA,CLT,ATL,,,0
2024,12,24,UA,CLT,BOS,,,0
2024,11,14,UA,CLT,ORD,22,,0
2024,12,25,UA,CLT,JFK,,,0
2024,3,18,WN,ATL,MIA,-4,49,0
2024,13,5,AA,CLT,JFK,10,20,0
2024,2,30,DL,ATL,ORD,5,10,0
2024,3,12,,CLT,BOS,0,5,0
2024,4,18,UA,ATL,,3,8,0
YEAR,MONTH,DAY_OF_MONTH,OP,ORIGIN
2024,5,10,AA,CLT,JFK,abc,15,0
2024,6,22,WN,ATL,DEN,12,,
